key,source,target
story_RT_1_1/1_1_1-01,すまねえな！先いくぜ！,不好意思啊！ 先行一步！
story_RT_1_1/1_1_1-02,どうしたお二人さん！全開でこいよ！,怎么了啊两位？开足马力跟上来啊！
story_RT_1_1/1_1_1-03,やるじゃねえか！そうこなくちゃな！！,有两下子嘛！就得这样！！
story_RT_1_1/1_1_1-04,意外とオレ達ァ‥気があうかもなァ！！,说不定我们……意外地合得来呢！！
story_RT_1_1/1_1_1-05,それでも、最後に勝つのは‥,但是，最后的赢家……
story_RT_1_1/1_1_1-06,このオレだァ！！,只会是我！！
story_RT_1_1/1_1_2-01,よし、それじゃあアクセル全開で行くぜ！,好，油门到底全速前进！
story_RT_1_1/1_1_2-02,"コーナー前で減速して、
立ち上がりでドカンと加速‥！",入弯前减速，出弯时再全力加速……！
story_RT_1_1/1_1_2-03,これが気持ちいんだッ！,真是太爽了！
story_RT_1_1/1_1_2-04,ん？前に誰か走ってやがるな,嗯？前面有车啊
story_RT_1_1/1_1_2-05,峠のバトルは常に１ｖｓ１ってわけじゃない,山道的对决可不总是1对1
story_RT_1_1/1_1_2-06,前のクルマ、抜いちまえ！,前面的车，我要超过去了！
story_RT_1_1/1_1_2-07,うおっ！なんだこいつ！,呜啊！这人搞什么！
story_RT_1_1/1_1_2-08,くそっ！オレも走り屋の端くれ、負けねーぞ！,可恶！我多少也算个车手，可不能认输！
story_RT_1_1/1_1_2-09,くっ‥はやすぎる‥,呜……太快了……
story_RT_1_1/1_1_2-10,後ろにオレがいるのも忘れるなよ！,可别忘了我还在后面！
story_RT_1_1/1_1_3-01,あのクルマ‥この前の‥,那辆车……是之前的……
story_RT_1_1/1_1_3-02,これでもこっちは秋名山最速を宣言してるんだ！,我可说过我才是秋名山最快的！
story_RT_1_1/1_1_3-03,秋名スピードスターズの力をみせてやる！,让你见识一下秋名速度之星的实力！
story_RT_1_1/1_1_3-04,はやい‥！！,好快……！
story_RT_1_1/1_1_3-05,ちぃっ！きついぜ！！,啧！不好对付啊！！
story_RT_1_1/1_1_3-06,めいっぱい走ってんのにつかまえられない！！,明明已经是全速了还是追不上！！
story_RT_1_1/1_1_3-07,くっ‥ダメだ‥,啊……不行了……
story_RT_1_1/1_1_4-01,なあ、ちょっと待ってくれ‥！,喂，稍微等一下……！
story_RT_1_1/1_1_4-02,話だけでも聞いてくれよー！,你就听我说几句嘛！
story_RT_1_1/1_1_4-03,くそっ‥！やっぱりはやい！！,可恶……！果然很快！！
story_RT_1_1/1_1_4-04,しかし、いい音してんなァ‥,不过，声音听起来不错啊……
story_RT_1_1/1_1_4-05,健二！のんきなこと言ってんな！,健二！！
story_RT_1_1/1_1_4-06,あああっ！！,啊啊啊！！
story_RT_1_1/1_1_4-07,どうやったらそのスピードで曲がれんだァ！？,那种速度下是怎么转弯的！？
story_RT_1_1/1_1_4-08,ひぃー！はやすぎるー！,噫！太快了！
story_RT_1_1/1_1_5-01,やっぱりたいしたことないぜ！,果然啊，不过如此！
story_RT_1_1/1_1_5-02,群馬エリア最速は、オレたち赤城レッドサンズだ！,群马地区最快的，是我们赤城红太阳！
story_RT_1_1/1_1_5-03,どうやら、雑魚ではなさそうだな‥,看起来不像没实力的啊……
story_RT_1_1/1_1_5-04,ちっ！追いつかせるもんか‥！,啧！怎么可能让你追上……！
story_RT_1_1/1_1_5-05,このマージン、どんどん広げてやる！,你我间的距离，只会越来越远！
story_RT_1_1/1_1_5-06,なにッ！そんな馬鹿な！,什么！不可能！
story_RT_1_1/1_1_5-07,このオレが‥こんなにあっけなく‥,我居然……如此轻易地就被……
