key,source,target
/3A8FD0234146BFE6FB00D185560DDADD,area_seiha,
/01C93DBC44BD945C5C56B6A171D2B5D9,beforerace_battle_d6_koudou,
/00A7904745771F73CF1DFFBC9282DDE8,beforerace_battle_d6_tennai,
/9F0D553E40805AADAFEF9F9426BCF901,beforerace_battle_d6_timeattack,
/D289A3EA4019A33A29FF1D85FA9B9BDC,bunta_toujou,
/420EF65D4F4C2BE10DF7E4A4B512CCAD,chiku_juni,
/BDC3A2CA46F8EBF364A7A98933F40492,class_levelgauge_updown,
/21AD451E4BA7DE475D7697A111483A5C,dm_bingo,
/47AF7A54472BB7DF605D2B8398BD6D24,game_over,
/7EA9EB0F454F2DAA554396A49BB44BFF,legend_kakusei_bonus,
/148913C44DB87F636F5D4AB8D12914D8,legend_kanketsu,
/A3A19ED74937630290910A9426C058BA,mission_reward,
/A368556D4822B27860B48CBFF269FDD2,new_story_open,
/7484BB0947A5BDCD03C9A9A25503DF39,prize_range_in_se,
/3667E8CA4997862D4DC875919B38F4A6,prod_toujou,
/C4A18AA649B584552DCB7D9AEFA85F2C,rev_ae86,
/C7BC736347C8A79E13C1CD88222E76FF,rev_alteza,
/CF2E7954498BFDB20AB17DBEE0B31856,rev_cap,
/57B3623D471561CC51690E96EE1C6EBD,rev_ek9,
/B5476DB84358E304D34FE396B706FDA5,rev_eunos,
/C92E61CE4298B17DF38A938647CFE681,rev_evo,
/DF1DF5A34D8B0BC24E791EB0340A20F7,rev_fd,
/929950EB4FCBE4FD05E98C8C6BAF574F,rev_gtr,
/6748989F41B3DF27AAAC9FB60D6B5165,rev_mr2,
/617982A74EBF895DBC811FB69A198A72,rev_mrs,
/9C6AC3F6452DAFC8864FBDAA47486052,rev_nsx,
/48AA56D64865CB86FA4410AA7E6C449E,rev_prius,
/FDDAA61241407E447F225E9AFAA90DAB,rev_rx8,
/3182197A4A0264D8751954A5FF39DCF4,rev_s13,
/61123AE3496A20F027DF558B9C6FB65D,rev_sti,
/2A2E70404FC81608BB8FF4AFFCF6AEE8,rev_supra,
/C980DBEA487EEA91296FDC8DF6399223,rev_z,
/97B8319B4D81D41B16F1728FAE4C3F82,rival_defeat_bonus,
/8F993CDC4A87F3ADC268D1B24EDE04AB,ta_rank_in,
/0A0D4A99406177A35C225AB950D20DC7,tag_game_clear_end,
/71CC15EF45DDA331A67889B49ED50417,tag_game_clear_next,
/D0EEC2124EAF5DAA5C6CF98D4557B9CD,tennai_result,
/586DBC0B41938919C1E87E9F3D237916,world_taisen,
/7F2A5FE2468F42284BF46F964A0E1254,rev_964,
/F5746CAA43C5083B7991ECBA2359F2C9,rev_s30z,
/CDAD097046A6867DD7418BB0AEEDFB27,rev_supra_db42,
/2112A15048285E655ED826927E5E21EB,rev_porsche_982,
/DE4B055A4D6DDD764135EA8EAD9C0448,rev_rz34,
