key,source,target
/661087C747167AA015F28BA6FA343DFA,パートナーを変更しますか？,
/19F70E114C743198367E99B7631261D3,<EmphasisYellow_Middle>須藤 京一</>とパートナーになりますか？,
/AED87D7548893D86A8EAB29C130102C5,引き続き<EmphasisYellow_Middle>須藤 京一</>とパートナーになりますか？,
/2CF983CD4EEAB0024C6F5E88D19D6617,"DUMMY
走り屋チャレンジ解禁！",
/62F125D14A40161717B9039BCED4E1B5,キャラクター報酬,
/BA9130D2478773D510979FA1EB68C49F,現在の親睦Lv,
/34F3BAD346808869FF3E018B7C988C48,Lv.99,
/D2067AE4455FEB9B4343719E92A616B9,称号,
/7FD2D32F40247E35B1B333A96CAD5B66,親睦Lv10達成,
/D2D46C924762C809CB5E9282D7FD5CBC,獲得済,
/DC6FB05E4A69AB224906EDBE61F6E901,須藤京一,
/FF552D534AF31B3F471F53B2D7985BF6,と走りを極めよう！,
/1612AFAD4B8A3F1BD51185B0F02D8810,※選択後、鍛錬修了前でもパートナー解除は可能です,
/FF7AFD1C474DCC87013016AD96BABD75,※いいえを選択するとキャラクター選択へ進みます,
/2D3C8ACB4122EEC0E77842B492B6C945,"※鍛錬の情報はリセットされます
※今回の鍛錬中に獲得した親睦度経験値は保存されます",
