key,source,target
/1FC07AD4441EEE08AD7D74B51A60C538,秋名湖,
/DCE800DF44B4FDA7CF19A0AB214AC01D,妙義,
/F029BB4542313A7A102878B644B5FBBD,赤城,
/B8A8671347EFD3F78BCAC0A03A26ED61,秋名,
/3A0829904148E9E570E6429A518302F5,いろは坂,
/37FFE8434D42D7C283F16785A9987AF4,筑波,
/35AEF61648E26F3EF751CD91F44B2180,八方ヶ原,
/3A08367A47E50BEE5827C3A3DB7E1C02,長尾,
/C161A6B844B591DCB9A606B50EBEC059,椿ライン,
/68B342A241B2B12C1D5328B3DB6A7CA9,碓氷,
/ADAE9FD54B015AFC23E7248213B3CE4E,定峰,
/52C17CC14BD11D92ADC4E1BC4F538967,土坂,
/88C23F974BB7123EAED6CCBDB8B6E1FE,秋名(雪),
/B05F963547AAFD8D379F6FB63A61D770,箱根,
/B2B7F1004683B381D0BC8697B38F4D1C,もみじライン,
/7CD29726458A91A9E9F22AB05FFFEEA4,七曲り,
/BD59A3F143361188090CB9947200B748,群馬サイクルスポーツセンター,
/254CF65244A0C424ACE5B194D4BA854C,小田原,
/6C7E8A484F90922DD03D06BEE0B03A2C,下り,
/5D28AA264863301AEE2321BAAD9760D8,上り,
/400B3C75459B0D957B0321931E92D1F9,下り,
/BF0D77314077E60893C16594C661098B,逆走,
/5B1DF9364DFD3F7E6E4868A3BC593DBD,往路,
/BDEDAC2E43C477C5B4FA4CB8A7307451,復路,
/50EE585F4C4F68B87D57C29EDC209F8C,左周り,
/502D9271415F7613659B9084BB03D284,右周り,
/DED34318411626418EB3C2A50B26D6FA,順走,
/29A1302146DCB960D845DEBD75F231A0,逆走,
/5EFEC9F0498EF3C5CE3459839ABCFE97,昼,
/7CC65F884DC2E48F7BC828B1E742F5C0,夜,
/48B065BB461F752CBEA549B39A51F296,晴れ,
/B330A6C14E4BD580175F19BD8BA8581A,晴れ,
/949F7A5E4EB06ED1FB8DF382BFED8373,雨,
/0226EFB64D36159BA4B17DBCFD17FEB4,雪,
